2026/09/24 17:13:39 WARN muxmaster: UseRawPath+UnescapePathValues enabled — captured path params may contain literal '/' from %2f decode. Handlers using params as filesystem/URL components MUST call path.Clean and reject values containing '..'. See SECURITY.md "UseRawPath traversal" (PRF-2026-0002).
2026/09/24 17:13:39 WARN muxmaster: UseRawPath+UnescapePathValues enabled — captured path params may contain literal '/' from %2f decode. Handlers using params as filesystem/URL components MUST call path.Clean and reject values containing '..'. See SECURITY.md "UseRawPath traversal" (PRF-2026-0002).
2026/09/24 17:13:39 WARN muxmaster: UseRawPath+UnescapePathValues enabled — captured path params may contain literal '/' from %2f decode. Handlers using params as filesystem/URL components MUST call path.Clean and reject values containing '..'. See SECURITY.md "UseRawPath traversal" (PRF-2026-0002).
2026/09/24 17:13:39 WARN muxmaster: UseRawPath+UnescapePathValues enabled — captured path params may contain literal '/' from %2f decode. Handlers using params as filesystem/URL components MUST call path.Clean and reject values containing '..'. See SECURITY.md "UseRawPath traversal" (PRF-2026-0002).
2026/09/24 17:13:39 WARN muxmaster: UseRawPath+UnescapePathValues enabled — captured path params may contain literal '/' from %2f decode. Handlers using params as filesystem/URL components MUST call path.Clean and reject values containing '..'. See SECURITY.md "UseRawPath traversal" (PRF-2026-0002).
2026/09/24 17:13:39 WARN muxmaster: UseRawPath+UnescapePathValues enabled — captured path params may contain literal '/' from %2f decode. Handlers using params as filesystem/URL components MUST call path.Clean and reject values containing '..'. See SECURITY.md "UseRawPath traversal" (PRF-2026-0002).
goos: linux
goarch: amd64
pkg: github.com/FlavioCFOliveira/MuxMaster
cpu: AMD Ryzen 9 5900HX with Radeon Graphics        
BenchmarkStaticRoute-16                 	 9554589	        24.88 ns/op	       0 B/op	       0 allocs/op
BenchmarkFastParamRoute3-16             	 2719190	        86.64 ns/op	      96 B/op	       1 allocs/op
BenchmarkFastParamRoute3-16             	 2728138	        89.15 ns/op	      96 B/op	       1 allocs/op
BenchmarkFastParamRoute3-16             	 2674002	        88.50 ns/op	      96 B/op	       1 allocs/op
BenchmarkFastParamRoute3-16             	 2726253	        87.35 ns/op	      96 B/op	       1 allocs/op
BenchmarkFastParamRoute3-16             	 2730578	        88.46 ns/op	      96 B/op	       1 allocs/op
BenchmarkFastParallelParamRoute-16      	19804954	        16.04 ns/op	      32 B/op	       1 allocs/op
BenchmarkFastParallelParamRoute-16      	14558634	        15.95 ns/op	      32 B/op	       1 allocs/op
BenchmarkFastParallelParamRoute-16      	15009492	        15.91 ns/op	      32 B/op	       1 allocs/op
BenchmarkFastParallelParamRoute-16      	15061993	        16.38 ns/op	      32 B/op	       1 allocs/op
BenchmarkFastParallelParamRoute-16      	14505782	        16.28 ns/op	      32 B/op	       1 allocs/op
BenchmarkFastParallelParamRoute-16      	14672329	        16.22 ns/op	      32 B/op	       1 allocs/op
BenchmarkPooledParamRoute1-16           	 5564265	        42.91 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute1-16           	 5859504	        42.42 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute1-16           	 5667807	        48.49 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute1-16           	 5755407	        42.03 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute1-16           	 5880924	        42.10 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute1-16           	 5792594	        41.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute2-16           	 4581915	        54.29 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute2-16           	 4507414	        55.02 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute2-16           	 4352540	        55.74 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute2-16           	 4434153	        53.98 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute2-16           	 4497609	        54.35 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute2-16           	 4392325	        54.82 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute3-16           	 4108512	        58.56 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute3-16           	 3960999	        59.28 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute3-16           	 4149601	        60.69 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute3-16           	 4179500	        59.29 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute3-16           	 4047918	        59.04 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParamRoute3-16           	 4112612	        59.01 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledWildcardRoute-16         	 5899916	        41.49 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledWildcardRoute-16         	 6036867	        40.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledWildcardRoute-16         	 5826736	        42.16 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledWildcardRoute-16         	 5710929	        41.00 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledWildcardRoute-16         	 5794197	        41.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledWildcardRoute-16         	 5965384	        41.43 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParallelParamRoute-16    	42050420	         6.180 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParallelParamRoute-16    	37585376	         6.271 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParallelParamRoute-16    	37445334	         6.289 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParallelParamRoute-16    	37297369	         6.310 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParallelParamRoute-16    	36593565	         6.402 ns/op	       0 B/op	       0 allocs/op
BenchmarkPooledParallelParamRoute-16    	37872439	         6.322 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	github.com/FlavioCFOliveira/MuxMaster	33.071s
